solID,perfQ,#changes,pas,reliability
14,-0.21387205045762964,8.96,13.0,-0.8280281568908219
45,-0.16448885783268757,13.280000000000001,13.0,-0.8525134772982835
48,-0.1891105161455009,11.42,12.0,-0.8280281568908219
52,-0.08938325898881579,8.14,11.0,-0.7411013158285662
96,-0.27016492469569464,14.89,5.0,-0.8185184331925482
